,id,id_order,product_quantity,sku,unit_price
191596,1481500,456984,1,APP1647,626.0
191604,1481515,456989,1,OWC0053,21.99
191624,1481550,456920,1,WAC0223,359.99
191628,1481558,457005,1,LAC0185,179.9
191637,1481571,457013,1,OTR0039,7.99
191640,1481575,456955,1,IFX0181,72.99
191641,1481578,457016,1,APP1922,154.0
191650,1481594,457028,4,OWC0095,42.99
191668,1481614,457037,1,APP1922,154.0
191671,1481619,457039,1,TUC0298,29.99
191679,1481634,457046,1,GRT0410,19.99
191680,1481636,457048,1,NTE0027,11.99
191682,1481640,353606,1,AP20116,26.99
191685,1481646,457051,1,HTE0014,94.99
191686,1481647,457052,1,CRU0016-2,106.99
191687,1481648,457053,2,APP1922,154.0
191688,1481650,457051,1,SAN0146,12.28
191689,1481659,457055,1,APP1922,154.0
191691,1481662,457057,1,APP2359,1896.59
191692,1481665,457058,1,APP1922,154.0
191694,1481667,457060,1,WAC0227,504.99
191703,1481686,457072,1,APP1922,154.0
191709,1481692,457076,1,SYN0187,240.99
191711,1481696,457078,1,APP1922,154.0
191735,1481722,457086,1,APP2135,1263.0
191789,1481778,457086,1,APP2176,65.0
191790,1481779,457101,1,APP1922,154.0
191795,1481787,457106,1,PHI0076,35.99
191796,1481788,457107,1,SYN0187,240.99
191814,1481816,457120,1,DLL0058,1149.99
191833,1481842,457131,1,APP1922,154.0
191843,1481857,457140,1,APP1922,154.0
191849,1481873,457147,1,APP1922,154.0
191853,1481879,457151,1,OWC0024,25.99
191856,1481883,457153,1,APP1922,154.0
191857,1481889,457157,1,APP1922,154.0
191860,1481895,457161,1,APP1922,154.0
191866,1481913,457156,1,CRU0017-2,106.99
191875,1481931,457174,1,SPE0168,19.99
191876,1481933,457174,1,BEL0310,19.99
191882,1481941,457177,1,XDO0045,25.99
191887,1481946,457179,1,AP20286,42.81
191892,1481951,457181,1,MIC0037,139.99
191894,1481953,457177,1,OTT0175,19.99
191909,1481986,455285,1,ELA0040,10.74
191910,1481987,457194,1,SAM0073,93.99
191911,1481988,457194,1,NTE0013,19.99
191916,1481995,457199,1,APP2474,336.81
191917,1481996,457200,2,TWI0008,59.99
191927,1482006,457204,1,LGE0044,578.99
191932,1482016,457211,1,APP0927,18.99
191936,1482028,457216,1,BEL0189,39.99
191937,1482029,457216,1,BEL0264,12.74
191952,1482046,457223,1,MAT0008,124.0
191953,1482047,457224,1,APP1922,154.0
191956,1482051,457227,1,APP1922,154.0
191963,1482062,457230,1,APP1647,626.0
191966,1482067,457233,1,OTT0144,29.99
191985,1482095,457245,1,JBL0098,24.99
191988,1482103,457249,1,APP1922,154.0
191990,1482105,457251,1,CRU0016-2,106.99
191991,1482107,457253,2,LAC0181,107.79
191992,1482108,457251,1,CRU0051,144.99
191994,1482114,457255,1,JMO0102,19.99
191995,1482118,457256,1,APP1922,154.0
191997,1482123,457258,1,OWC0036-2,92.99
192005,1482142,457258,1,MOS0082,19.99
192009,1482152,457269,1,BNQ0071,1190.0
192012,1482156,457258,1,MUV0042,8.99
192025,1482175,457276,1,APP1922,154.0
192026,1482176,457276,1,ELA0038,12.99
192030,1482187,457281,1,APP1922,154.0
192032,1482193,457283,3,APP1922,154.0
192033,1482194,457284,1,APP1922,154.0
192040,1482220,457292,1,NEA0009,159.99
192041,1482221,457293,1,APP1922,154.0
192046,1482232,457297,1,MOS0138,36.99
192047,1482233,457297,1,BEL0374,61.99
192048,1482234,457297,1,SAT0014,12.99
192049,1482235,457298,1,APP1214,82.0
192050,1482237,457298,1,APP1215,109.0
192054,1482242,457302,1,NTE0028,12.99
192055,1482244,457302,1,OWC0060,20.99
192060,1482254,457307,1,NOM0024,56.99
192064,1482261,457311,2,SAM0073,93.99
192065,1482262,457308,1,APP1645,626.0
192074,1482279,452666,2,SEA0110,120.97
192083,1482293,457325,1,SEA0105,245.59
192084,1482294,457326,1,OWC0214,299.99
192089,1482304,457331,1,WAC0246,69.99
192090,1482305,457332,1,LAC0201,101.79
192110,1482341,457343,1,WDT0363,137.0
192113,1482347,457347,1,APP2478,793.0
192116,1482352,457351,1,APP1922,154.0
192127,1482376,457364,1,PLA0021,79.99
192133,1482388,457372,1,PAR0078,149.99
192134,1482389,457373,1,ZAG0032,69.99
192136,1482392,457373,1,OWC0110,49.99
192138,1482398,457378,3,THU0013,74.99
192152,1482420,457385,1,APP2264,2679.0
192153,1482421,457385,1,APP0663,199.0
192154,1482422,457386,1,SAT0050,17.99
192156,1482427,457388,1,NTE0101,79.0
192157,1482429,457389,1,SAM0069,133.58
192158,1482430,457389,1,CRU0016-2,106.99
192169,1482442,457394,1,APP2194,1658.59
192170,1482447,457373,1,JBL0148,38.99
192185,1482469,457407,1,APP1972,359.0
192207,1482513,457424,1,JBL0123,42.99
192210,1482517,457223,1,PHI0063,17.99
192217,1482531,457430,1,NKI0012,51.99
192220,1482536,457431,1,NOM0029,31.99
192227,1482550,457437,1,THU0013,74.99
192228,1482551,457438,1,PAC2202,667.18
192229,1482555,457439,1,MAT0007,99.0
192235,1482564,457443,1,IFX0180,119.99
192239,1482569,457443,1,NTE0062,105.99
192254,1482599,457458,1,OWC0100,49.99
192257,1482604,457461,1,APP1190,56.0
192262,1482611,457017,1,LGE0044,578.99
192422,1482774,457509,1,OWC0170,166.58
192441,1482806,457531,1,WAC0167,84.99
192442,1482809,457533,1,SEA0072,99.79
192443,1482811,457534,1,APP1971,469.0
192447,1482816,457538,1,SAT0047,11.99
192449,1482824,457541,1,APP1190,56.0
192456,1482836,457547,1,BEL0270,89.99
192459,1482841,457550,4,OWC0041,43.99
192460,1482842,457551,1,SAM0075,300.0
192469,1482860,457298,1,AP20159,455.59
192470,1482861,457561,1,SAM0073,93.99
192473,1482865,457565,1,OLL0023,129.99
192474,1482866,457561,1,OWC0040,32.99
192476,1482869,457566,2,OWC0257,18.99
192490,1482886,457581,1,NTE0103,94.99
192495,1482891,457583,1,SYN0182,493.99
192496,1482892,457584,1,APP1641,764.0
192499,1482895,457586,1,DLL0015,471.0
192578,1482977,457581,1,IFX0045,32.99
192841,1483255,457686,1,SPH0020,53.99
192842,1483256,457686,1,SPH0024,53.99
192843,1483257,457686,1,SPH0022,53.99
192844,1483258,457686,1,SPH0023,53.99
192845,1483259,457686,1,SPH0021,53.99
192852,1483270,457693,1,LAC0198,93.79
192864,1483292,457703,1,APP2151,699.0
192868,1483296,457706,1,NOM0024,56.99
192878,1483315,457712,1,APP1919,55.99
192879,1483316,457712,1,APP0343,43.0
192880,1483317,457712,1,STA0042,32.99
192881,1483318,457712,1,SAT0053,79.99
192882,1483319,457713,1,BEZ0191,18.99
192884,1483323,457715,1,CRU0016-2,106.99
192887,1483326,457715,1,OWC0013,2.99
192888,1483329,457717,1,OWC0194-2,186.99
192889,1483330,457718,1,OWC0040-2,183.99
192894,1483339,457722,1,OTT0174,34.99
192897,1483344,457725,1,TUC0298,29.99
192899,1483346,457725,1,SAT0031,9.99
192900,1483350,457727,1,APP2544,99.0
192903,1483357,457731,1,NOM0024,56.99
192914,1483374,457742,1,APP2533,49.0
192915,1483376,457742,1,OTT0161,18.99
192929,1483399,457751,1,MUJ0033,36.99
192935,1483409,457758,1,PAC2476,2698.91
192940,1483417,457763,1,BNQ0042,679.0
192943,1483430,457769,1,BOS0043,279.0
192947,1483439,457773,1,LGE0067,683.99
192954,1483453,457782,1,PAC2287,356.18
192957,1483462,457785,1,IOT0024,22.99
192958,1483464,457786,1,WDT0249,201.99
192960,1483466,457787,1,LGE0044,578.99
192961,1483467,457788,1,LGE0044,578.99
192968,1483477,457793,1,IFX0154,44.95
192971,1483482,457796,1,BOS0066,329.99
192973,1483484,457798,1,LAC0190,261.79
192975,1483488,457800,1,SEA0039,70.58
192981,1483499,457804,1,TWI0008,59.99
192992,1483520,457815,1,TPL0021,33.99
192997,1483528,457819,1,JBL0141,22.99
193007,1483540,457827,1,WAC0054,31.99
193010,1483543,457829,1,APP1190,56.0
193016,1483554,457835,1,APP2477,793.0
193021,1483562,457840,1,STM0101,36.99
193023,1483564,457841,1,MOP0072,34.99
193030,1483580,457846,1,OWC0024,25.99
193038,1483589,457851,1,SEA0104,201.58
193039,1483591,457846,1,OWC0186,64.99
193043,1483597,457853,1,OWC0190,76.99
193048,1483606,457853,1,CYB0010,299.99
193050,1483610,457860,1,BEL0176,49.99
193059,1483624,457869,1,JBL0107,79.99
193066,1483637,457712,3,ALL0011,12.99
193071,1483644,457879,1,APP0995,2099.0
193084,1483658,457890,1,PAC2288,394.18
193092,1483671,457232,1,MAT0008,124.0
193093,1483673,457894,1,BOS0066,329.99
193096,1483678,457897,1,APP1978,379.0
193097,1483679,457898,1,LIF0096,59.99
193099,1483682,457897,1,APP2013,42.0
193100,1483683,457901,1,SEA0107,65.58
193101,1483684,457899,1,LIF0109,64.99
193110,1483700,457878,1,TRA0038,178.28
193111,1483701,457909,1,APP1190,56.0
193112,1483704,457910,1,STM0101,36.99
193115,1483710,457913,2,NEA0020,76.0
193118,1483716,457916,1,LAC0227,264.79
193125,1483728,457922,1,SYN0179,343.99
193138,1483756,457935,1,LGE0070,889.0
193142,1483761,457937,1,DLL0012,215.96
193143,1483762,457938,1,LAC0233,177.8
193152,1483779,457938,2,SAN0162,35.28
193155,1483787,457948,1,APP1973,469.0
193158,1483792,457951,1,MAT0008,124.0
193317,1483952,457993,1,TPL0007,25.57
193322,1483959,457997,1,APP2505,362.0
193327,1483964,457997,1,ZAG0021,6.99
193332,1483969,457997,1,BEL0270,89.99
193349,1484001,458012,1,PAC1499,367.58
193365,1484031,458032,1,JBL0107,79.99
193383,1484064,458047,1,MOS0240,32.99
193393,1484079,458054,1,AKI0028,119.99
193398,1484086,458059,1,SSE0008,25.99
193405,1484100,458066,1,NTE0062,105.99
193407,1484106,458069,1,IFX0027,26.0
193414,1484120,458076,1,OTT0176,12.99
193415,1484121,458076,1,MUV0199,11.99
193423,1484143,458084,1,NDA0009,11.99
193430,1484152,458089,1,OWC0035-2,86.99
193431,1484153,457774,1,DLL0012,215.96
193433,1484159,458091,1,JBL0127,59.99
193437,1484164,458084,1,SAT0028,42.99
193445,1484175,458099,1,TRA0020,226.58
193459,1484195,458112,1,BOS0059,202.99
193460,1484196,458112,1,BOS0060,28.99
193461,1484197,458113,1,SAM0075,300.0
193463,1484204,458117,1,WAC0046,99.99
193464,1484209,458118,1,APP2488,1067.0
193465,1484212,458119,1,MAT0008,124.0
193466,1484214,458120,1,PAC0717,476.58
193467,1484215,458120,1,OWC0217,51.99
193468,1484218,350090,3,OWC0146,20.99
193506,1484272,458138,1,SPH0017,69.99
193542,1484316,458157,1,AP20159,455.59
193545,1484321,455766,1,APP2149,699.0
193546,1484323,455766,1,APP2161,179.0
193547,1484325,458159,1,MOX0014,5.99
193549,1484330,458159,1,MOS0082,19.99
193614,1484401,458193,1,BEA0080,239.0
193615,1484402,458194,1,OWC0220-2,394.99
193634,1484442,458218,1,JBL0123,42.99
193651,1484471,458237,1,LAC0224,357.79
193652,1484473,458125,1,CRU0034-2,52.99
193664,1484492,458248,1,TOS0007,54.58
193671,1484503,458256,1,BOS0065,329.99
193674,1484508,458258,1,WDT0329,309.0
193675,1484509,458259,1,WDT0358,90.99
193680,1484519,458266,1,SAT0029,42.99
193681,1484521,456596,1,MIN0012,19.99
193684,1484532,458270,1,PAC0664,256.58
193687,1484538,458273,1,SYN0187,240.99
193688,1484539,458273,1,WDT0140,84.99
193693,1484546,458278,2,CRU0049,91.36
193699,1484554,458283,1,LAC0232,192.79
193702,1484557,458286,1,PAC0762,193.58
193705,1484563,458289,1,APP0408,84.99
193708,1484568,458292,1,ALL0012,12.99
193709,1484571,458292,1,ALL0021,12.99
193710,1484572,458289,1,TUC0290,22.99
193711,1484575,458295,1,DLK0139,179.99
193715,1484580,458289,1,APP1685,9.0
193716,1484582,458289,1,APP0437,32.99
193718,1484586,458300,1,MOS0240,32.99
193719,1484587,458301,1,SAM0074,154.99
193721,1484589,458301,1,NTE0013,19.99
193722,1484590,458301,1,WDT0227,65.79
193965,1484847,458382,1,PAC2289,447.18
194126,1485014,458428,1,WAC0174,79.99
194296,1485193,450341,1,WDT0320,116.59
194300,1485198,458481,1,WDT0381,63.58
194304,1485204,458486,1,JBL0122,42.99
194395,1485296,458510,1,OWC0040-2,183.99
194592,1485495,458562,1,LAC0212,124.79
194593,1485497,458557,2,AP20311,335.79
194597,1485503,458566,1,LAC0240,1857.79
194598,1485504,458567,1,APP2540,52.9
194600,1485506,458569,1,SAT0057,86.99
194601,1485507,458570,1,APP0702,69.99
194712,1485625,458600,1,APP0531,415.59
194754,1485673,458613,1,APP2486,1066.89
194755,1485674,458613,1,BEL0276,19.99
194760,1485680,458617,1,OTT0178,24.99
194761,1485681,458617,1,BEL0310,19.99
194763,1485683,458619,1,JMO0106,26.99
194764,1485684,458619,1,JMO0104,26.99
194776,1485700,458625,1,TUC0095,39.99
194802,1485742,458644,1,IFX0152,44.95
194814,1485756,458647,1,APP2497,362.0
194815,1485757,458647,1,ZAG0021,6.99
194823,1485768,458652,1,EVU0015,19.99
194825,1485772,458653,1,PAC1498,223.59
194826,1485773,458653,1,OWC0039-2,92.99
194941,1485897,458689,1,TUC0251,24.99
194993,1485951,458689,1,SAT0010,19.99
194994,1485952,458705,1,MOP0072,34.99
195006,1485976,458715,1,APP1978,379.0
195007,1485978,458716,1,AP20180,678.0
195009,1485983,458718,1,HOC0019,26.99
195203,1486181,458774,1,NIE0008,539.99
195251,1486232,458799,1,PAC0653,148.58
195256,1486240,458804,1,OWC0262,746.58
195262,1486252,458804,1,EIZ0017,689.99
195263,1486253,458804,1,APP1215,109.0
195370,1486364,458838,1,ICA0086,39.99
195411,1486405,458849,1,SNS0025,749.99
195414,1486409,458852,3,NEA0020,76.0
195415,1486410,456435,1,BEL0263,19.99
195420,1486418,458856,2,APP1920,74.99
195423,1486421,458856,2,APP1047,23.99
195431,1486441,458864,1,JBL0107,79.99
195434,1486446,458866,1,IKM0064,53.99
195435,1486452,458868,1,JBL0107,79.99
195437,1486459,458866,1,OTT0162,19.99
195442,1486466,458874,1,TIG0024,34.99
195443,1486467,458060,1,MAC0137,12.99
195444,1486470,458875,1,APP2479,793.0
195445,1486471,458876,1,CRU0016-2,106.99
195447,1486478,458866,1,BEL0246,15.99
195454,1486486,458880,1,OTT0159,12.99
195473,1486528,399108,1,CRU0051,121.9
195476,1486532,399108,1,CRU0032,73.79
195490,1486554,458914,1,BEL0189,39.99
195493,1486559,458916,1,JBL0096,24.99
195499,1486572,458925,1,MAT0009,94.99
195506,1486581,458931,1,PAC0623,179.58
195508,1486586,458933,1,EVU0015,19.99
195522,1486613,458946,1,LAC0212,124.79
195532,1486636,458953,1,WAC0205,19.99
195535,1486643,458956,1,LGE0037,149.0
195539,1486650,458959,1,TRK0009,26.99
195544,1486658,458964,2,SAT0031,9.99
195551,1486668,458953,1,MUV0199,11.99
195552,1486672,458969,1,HOC0016,69.99
195553,1486674,458971,1,APP2092,149.0
195554,1486678,458971,1,HGD0022,119.9
195558,1486685,458974,1,SAT0007,56.99
195559,1486686,458974,1,APP1044,74.99
195561,1486692,458976,1,BOS0015,229.99
195571,1486709,458974,1,APP1045,23.99
195589,1486736,458991,1,NEA0020,76.0
195593,1486742,458866,1,LIF0132,69.99
195601,1486759,459001,1,LAC0228,402.79
195604,1486764,459001,1,APP1919,55.99
195608,1486770,412415,1,BOS0065,329.99
195609,1486771,459007,1,APP0408,84.99
195611,1486775,459009,1,APP1175,626.0
195613,1486780,459011,1,HTE0008,29.99
195621,1486788,459011,1,TRA0043,64.28
195625,1486794,459019,1,APP2507,389.99
195635,1486805,459019,1,CRU0052-2,216.99
195639,1486812,459027,1,OWC0153-4,334.99
195643,1486818,459031,1,DLL0012,215.96
195647,1486826,459035,1,APP1978,379.0
195661,1486844,459047,1,CRU0050,90.99
195679,1486884,459060,2,CRU0023,53.99
195698,1486920,459081,1,APP2124,866.0
195699,1486921,459081,1,APP2622,56.0
195700,1486924,459083,1,BEL0181,219.0
195701,1486925,459084,1,BEL0263,19.99
195703,1486930,459083,1,APP0700,69.99
195708,1486937,459088,1,SEA0106,102.58
195714,1486948,459092,1,WDT0370,129.99
195861,1487099,459133,1,REP0216,49.9
195864,1487102,459135,1,MOP0072,34.99
195945,1487184,459156,1,JBL0107,79.99
195956,1487195,459160,1,OTT0138,22.99
196032,1487288,458712,1,LGE0044,578.99
196036,1487295,459195,1,CRU0051,144.99
196038,1487299,459198,1,APP2484,899.0
196053,1487321,459211,1,JBL0123,42.99
196060,1487333,459217,1,WDT0141,104.99
196078,1487364,459238,1,LAC0185,179.9
196079,1487366,459239,1,SPH0016,169.99
196098,1487395,459250,1,MOS0197,22.99
196100,1487398,459039,1,SPH0020,53.99
196101,1487400,459252,1,APP1095,219.0
196108,1487409,459257,1,LAC0199,112.8
196120,1487430,459266,1,APP2072,975.0
196121,1487431,459266,1,MMW0011,22.99
196136,1487463,459281,1,TWI0008,59.99
196140,1487474,459284,1,LAC0244,1167.79
196144,1487481,459287,1,APP2446,381.52
196155,1487502,459300,1,SNN0040,73.99
196160,1487507,459303,1,ZAG0022,7.99
196174,1487529,459312,1,BOS0043,279.0
196175,1487533,459314,1,XDO0045,25.99
196177,1487535,459316,1,XDO0045,25.99
196185,1487554,459062,1,AP20311,335.79
196186,1487557,459327,1,BEL0223,26.99
196189,1487565,459330,1,AKI0015-A,322.24
196192,1487571,459330,1,APP1919,55.99
196194,1487574,459330,1,APP0735,32.99
196197,1487577,459335,1,APP1762,66.0
196200,1487580,459335,1,APP0483,54.99
196212,1487598,459349,1,CYB0010,299.99
196219,1487616,459359,1,NEA0009,159.99
196229,1487634,459368,1,APP2480,959.0
196230,1487635,459368,1,APP2482,959.0
196234,1487642,459368,1,GRT0443,37.99
196236,1487645,459368,1,LIF0136,59.99
196275,1487695,459384,1,OTT0160,24.99
196285,1487715,459391,1,MIN0011,13.99
196286,1487717,459392,1,TRN0012,19.99
196477,1487914,459448,2,OWC0036-2,92.99
196480,1487919,459448,1,HGD0007,69.99
196492,1487934,459461,1,OWC0265,768.58
196498,1487947,459468,1,APP2483,898.95
196507,1487960,459474,1,LAC0210,531.8
196508,1487963,459476,1,APP2072,975.0
196512,1487972,459480,1,XDO0042,19.99
196515,1487975,459482,1,APP0995,2099.0
196516,1487976,459483,2,LIF0141,59.99
196524,1487989,459448,1,SAT0013,29.99
196526,1487991,459448,1,LOG0190,39.99
196527,1487992,459492,1,APP1645,626.0
196528,1487993,459492,1,APP1190,56.0
196532,1487998,459495,1,IFX0074,7.99
196533,1488006,458943,1,LAC0224,357.79
196534,1488008,459497,1,SAT0028,42.99
196545,1488026,459506,1,BEL0189,39.99
196546,1488027,459507,2,NTE0013,19.99
196547,1488029,459508,1,SYN0179,336.99
196549,1488033,459509,1,APP2500,389.99
196550,1488034,456919,1,MIN0011,13.99
196551,1488039,459510,4,SYN0150,549.99
196553,1488042,459512,1,BEL0270,89.99
196554,1488045,459514,1,WDT0318,258.0
196557,1488053,459518,1,KAN0052,9.99
196561,1488063,459520,1,SAT0008,56.99
196562,1488064,459521,1,SAN0133,45.28
196563,1488065,459522,1,JBL0104,24.99
196572,1488080,459513,1,APP1701,105.99
196573,1488083,459530,1,DLL0046,824.99
196574,1488084,459531,1,APP1193,45.0
196580,1488093,459475,1,MOS0230,33.99
196730,1488248,459580,1,BEZ0180,19.99
196732,1488252,459581,1,APP1922,159.0
196735,1488268,459585,1,APP2446,381.52
196738,1488272,459588,1,IOT0007,19.99
196742,1488277,459592,1,WAC0173,160.99
196744,1488285,459596,1,APP1970,359.0
196749,1488292,459599,1,APP0702,69.99
196752,1488298,459603,1,BEA0072,309.99
196765,1488328,459618,1,OWC0184,645.58
196766,1488330,459619,1,BEL0265,14.99
196768,1488333,459621,1,APP1214,82.0
196769,1488335,459610,1,PLA0029,107.99
196772,1488339,459624,1,CRU0053,279.9
196773,1488342,459625,2,TPL0021,33.99
196779,1488351,459624,1,CRU0026-2,162.99
196786,1488372,459624,1,OWC0013,2.99
196788,1488375,459636,1,APP1190,56.0
196798,1488394,459641,1,WAC0225,444.99
196820,1488427,459656,1,TUC0279,49.99
196824,1488434,459660,1,WDT0249,201.99
196829,1488443,459664,1,APP1922,159.0
196833,1488449,459664,1,APP2499,362.0
196840,1488471,459675,1,APP1922,162.0
196841,1488472,459676,1,APP1922,162.0
196842,1488473,459677,1,MOS0240,32.99
196845,1488482,459680,1,MUJ0034,36.99
196847,1488488,459683,1,APP2489,1159.0
196852,1488499,459683,1,PUR0157,11.99
196853,1488500,459683,1,MUV0199,11.99
196858,1488511,455654,1,WAC0220,346.99
196861,1488518,459696,1,DJI0019,224.0
196875,1488538,459707,1,LAC0225,184.79
196877,1488541,459709,1,PAC0519,196.59
196879,1488545,459707,1,NTE0069,11.99
196880,1488546,459709,1,APP2479,793.0
196882,1488549,459709,1,APP2485,899.0
196885,1488556,459716,1,BEA0078,139.99
196886,1488557,459712,1,PAC1381,346.18
196897,1488574,459723,1,APP2489,1159.0
196898,1488576,459725,1,APP0367,112.0
196899,1488577,459726,1,APP2489,1159.0
196900,1488578,459727,1,JBL0096,24.99
196903,1488582,459730,1,APP2489,1159.0
196906,1488588,459732,1,SYN0181,423.99
197002,1488691,459726,1,APP2559,56.0
197055,1488747,459775,1,APP2489,1159.0
197056,1488753,459778,1,LAC0188,157.79
197060,1488763,459781,1,APP2489,1159.0
197061,1488764,459782,1,APP2489,1159.0
197063,1488767,459782,1,APP2501,389.99
197070,1488785,459793,1,DLL0056,259.99
197075,1488798,459794,1,PAC2476,2698.91
197076,1488800,459798,1,DLL0056,259.99
197077,1488803,459800,1,APP2489,1159.0
197085,1488819,459808,3,SPE0192,36.99
197086,1488823,459809,1,BEA0064,239.0
197087,1488824,457853,2,SEA0053,110.58
197090,1488831,459812,1,PAC0023,55.99
197096,1488838,459815,1,IOT0024,22.99
197102,1488845,459818,2,APP1190,56.0
197132,1488883,459827,1,LAC0216,2487.79
197135,1488889,459808,1,APP1921,85.99
197138,1488893,459831,1,SAT0057,86.99
197139,1488894,459808,2,AP20375,19.0
197141,1488898,459808,4,SAT0059,35.99
197146,1488912,459839,1,SAT0010,19.99
197149,1488922,459844,3,JMO0103,21.99
197153,1488929,459849,1,CRU0017-2,106.99
197162,1488953,459871,1,APP1190,56.0
197163,1488954,459871,1,APP0662,144.0
197164,1488955,459872,1,APP1973,469.0
197166,1488960,459872,1,MOX0014,5.99
197174,1488976,459879,1,APP2504,389.99
197175,1488977,459880,1,LGE0063,299.0
197181,1488990,459886,1,OWC0086-4,197.99
197184,1488998,459890,1,NTE0062,105.99
197189,1489004,459896,1,SAN0099,45.28
197195,1489015,459901,1,APP0901,1039.0
197198,1489020,459904,1,APP2080,1649.0
197204,1489030,459910,1,APP2072,975.0
197207,1489042,459915,1,BOS0066,329.99
197208,1489043,459916,1,BEL0374,61.99
197209,1489045,459917,1,APP1190,56.0
197212,1489049,459901,1,DLL0056,259.99
197224,1489073,459934,1,DLL0056,259.99
197225,1489074,459841,1,LGE0057-A,293.44
197226,1489079,459937,1,KEU0007,17.99
197227,1489085,459938,1,APP2501,389.99
197228,1489094,459941,1,SPE0168,19.99
197229,1489095,459942,1,OWC0040-2,183.99
197231,1489098,459942,1,SAM0069,133.58
197235,1489107,459947,1,LAC0212,124.79
197236,1489111,459948,1,NOM0024,50.99
197385,1489264,459990,1,TUC0255,24.99
197388,1489267,459990,1,OWC0066,226.58
197393,1489272,459994,1,APP2502,389.99
197395,1489275,459997,1,APP1651,734.0
197397,1489284,459998,1,JBL0098,24.99
197401,1489292,460003,1,KAN0043,16.99
197403,1489297,460004,1,MOS0239,19.99
197404,1489298,460004,1,MOS0237,19.99
197407,1489303,460007,3,APP1922,162.0
197419,1489331,460017,1,ELG0049,299.99
197420,1489332,460018,1,SPE0212,26.99
197424,1489342,460022,1,APP1922,162.0
197428,1489350,460028,3,APP1922,162.0
197434,1489357,460034,1,OWC0036-2,92.99
197438,1489364,460037,1,SAN0135,81.28
197449,1489398,460051,1,TRA0038,178.28
197453,1489406,460059,2,BEL0176,49.99
197454,1489407,454959,1,CRU0048-2,362.99
197456,1489410,460062,1,APP1922,162.0
197458,1489413,460065,1,APP1922,162.0
197464,1489426,460070,1,AP20308,419.0
197466,1489430,460073,1,APP1922,162.0
197467,1489431,460073,1,ELA0039,9.99
197468,1489434,460075,1,APP1922,162.0
197470,1489437,459855,1,NOM0024,50.99
197486,1489473,459610,1,BEA0080,239.0
197489,1489476,460090,1,LAC0172,177.8
197505,1489503,460107,1,OTR0045,29.99
197507,1489506,460105,1,APP2489,1159.0
197519,1489531,458016,1,NTE0127,29.99
197522,1489538,460121,1,IFX0087,19.99
197523,1489541,460122,1,APP2485,899.0
197531,1489560,460129,1,APP1922,162.0
197533,1489563,460131,3,APP1922,162.0
197537,1489573,460137,1,OWC0026,39.99
197538,1489574,460138,1,APP1922,162.0
197543,1489582,460142,1,LIF0096,59.99
197552,1489602,460149,2,APP1190,56.0
197556,1489609,460153,1,WAC0132,189.99
197563,1489619,460161,1,PAC2127,4167.59
197564,1489621,460161,1,APP1919,55.99
197571,1489637,460169,1,PIE0084,19.99
197576,1489647,460172,1,IOT0007,19.99
197577,1489650,460174,1,LAC0185,179.9
197579,1489658,460177,1,APP2075,3049.0
197581,1489660,460179,1,APP1922,162.0
197582,1489661,460180,1,WAC0173,160.99
197591,1489689,460188,1,APP2489,1159.0
197596,1489700,460191,3,JBL0122,42.99
197600,1489709,460194,1,TCH0012,32.99
197601,1489711,460195,1,OWC0035-2,86.99
197602,1489712,460196,1,APP2479,793.0
197603,1489716,460197,1,APP2489,1159.0
197611,1489727,460204,1,APP2501,389.99
197612,1489732,460194,2,APP1190,56.0
197620,1489742,460213,1,APP1922,162.0
197624,1489747,460217,1,MIN0011,13.99
197627,1489751,460220,1,NTE0050,282.24
197659,1489786,460225,2,APP2446,381.52
197660,1489789,460217,1,OTT0159,12.99
197665,1489800,460229,1,MUJ0034,36.99
197666,1489805,460231,1,DLL0049,154.99
197670,1489816,460234,1,APP2488,1067.0
197672,1489825,459926,3,TOS0018,56.79
197673,1489826,460235,1,STA0021,6.99
197674,1489829,460240,1,BEZ0211,19.99
197675,1489830,460241,1,NOM0024,50.99
197676,1489831,460182,1,APP2478,793.0
197677,1489832,460182,1,APP1190,56.0
197678,1489835,460182,1,XDO0047,25.99
197680,1489838,460244,1,TRK0007,26.99
197681,1489842,460235,1,APP1214,82.0
197688,1489862,460236,1,DEV0009,65.9
197696,1489880,460235,1,LAC0172,177.8
197698,1489884,460235,1,WAC0101,204.99
197699,1489885,460260,1,APP1190,56.0
197701,1489887,460260,1,APP1020,63.0
197702,1489889,460262,1,IFX0171,119.99
197707,1489898,460267,1,APP1975,486.0
197712,1489905,460234,1,JBL0141,22.99
197713,1489907,460272,1,TRK0007,26.99
197714,1489908,460269,2,WDT0183,132.99
197716,1489912,460274,1,TCH0011,32.99
197717,1489914,460276,1,APP2502,389.99
197836,1490046,460310,1,APP1633,872.0
197875,1490087,460323,1,GTE0062,101.79
197890,1490111,460001,1,NEA0009,159.99
197910,1490147,460352,1,SEA0105,245.59
197911,1490148,460353,1,APP1922,162.0
197914,1490154,460357,1,APP1194,35.0
197916,1490156,460357,2,MAC0107,11.99
197919,1490161,460361,1,SAM0075,300.0
197920,1490163,460357,1,APP1922,162.0
197923,1490172,460364,1,SPH0023,53.99
197924,1490173,460361,1,APP1570,41.99
197925,1490175,460365,1,APP2485,899.0
197926,1490176,460365,1,APP2477,793.0
197928,1490184,460368,1,OWC0074,81.99
197930,1490186,460355,1,WDT0370,129.99
197931,1490187,460357,1,ALL0010,14.99
197937,1490200,460376,1,APP2537,52.9
