,order_id,created_date,total_paid
33047,463947,2017-12-15 17:45:55,1702.98
33048,463948,2017-12-15 17:53:05,56.98
33049,463955,2017-12-15 18:10:32,101.97
33050,463958,2017-12-15 18:23:03,178.78
33051,463960,2017-12-15 18:22:41,73.98
33052,463963,2017-12-15 18:38:35,58.98
33053,463967,2017-12-15 18:49:52,101.98
33054,463969,2017-12-15 18:32:49,383.99
33055,463970,2017-12-15 23:54:54,3140.58
33056,463977,2017-12-15 18:42:29,33.98
33057,463978,2017-12-15 18:43:20,30.98
33058,463980,2017-12-15 18:46:52,234.99
33059,463985,2017-12-15 18:48:10,381.52
33061,463993,2017-12-15 19:13:43,475.99
33062,464000,2017-12-15 19:07:57,37.98
33063,464001,2017-12-18 12:47:04,3199.0
33065,464011,2017-12-15 19:19:44,33.98
33066,464017,2017-12-15 19:28:26,34.98
33067,464018,2017-12-15 19:26:30,66.98
33068,464022,2017-12-15 19:41:44,76.98
33069,464030,2017-12-15 19:46:31,133.98
33070,464031,2017-12-15 19:37:01,46.98
33072,464033,2017-12-15 19:38:09,261.57
33073,464034,2017-12-15 20:02:28,32.98
33074,464041,2017-12-15 19:48:40,31.97
33075,464044,2017-12-15 19:53:23,11.98
33076,464050,2017-12-17 01:45:22,121.97
33077,464055,2017-12-15 20:24:27,67.98
33078,464057,2017-12-16 19:16:26,872.0
33079,464063,2017-12-15 20:38:51,366.99
33080,464065,2017-12-16 09:10:51,69.98
33081,464068,2017-12-16 03:39:22,1199.0
33082,464074,2017-12-15 20:53:33,414.78
33083,464077,2017-12-15 20:53:50,2899.0
33084,464083,2017-12-15 21:02:03,314.98
33085,464084,2017-12-15 21:04:20,241.98
33086,464086,2017-12-15 21:13:49,96.26
33087,464093,2017-12-15 21:32:05,1195.36
33088,464096,2017-12-15 21:33:25,43.98
33090,464115,2017-12-15 22:02:28,44.98
33091,464131,2017-12-15 22:50:24,765.99
33092,464133,2017-12-15 22:40:33,42.99
33093,464142,2017-12-15 22:54:56,31.98
33094,464145,2017-12-15 22:55:29,84.98
33095,464148,2017-12-15 22:58:09,24.98
33096,464149,2017-12-15 23:03:35,58.98
33097,464152,2017-12-16 16:08:05,759.0
33099,464159,2017-12-15 23:27:43,180.98
33100,464161,2017-12-15 23:35:34,31.98
33101,464172,2017-12-16 00:13:43,127.99
33102,464187,2017-12-16 00:46:23,23.98
33103,464199,2017-12-16 01:37:17,73.98
33104,464204,2017-12-16 03:00:32,198.58
33105,464205,2017-12-19 14:54:10,56.0
33106,464206,2017-12-16 02:24:42,276.56
33107,464239,2017-12-16 09:41:26,56.97
33108,464247,2017-12-16 10:13:01,106.98
33109,464251,2017-12-16 10:16:39,201.98
33111,464253,2017-12-16 10:24:21,42.99
33112,464254,2017-12-16 10:34:24,34.98
33113,464256,2017-12-17 20:16:20,438.98
33114,464266,2017-12-16 11:26:04,74.98
33115,464267,2017-12-16 11:22:25,234.99
33116,464274,2017-12-20 13:11:56,606.17
33117,464277,2017-12-16 11:41:21,32.98
33118,464280,2017-12-16 11:57:59,285.99
33119,464281,2017-12-16 11:56:11,765.99
33120,464289,2017-12-16 12:05:58,74.98
33121,464290,2017-12-16 12:10:20,234.98
33122,464291,2017-12-16 12:12:37,59.99
33123,464295,2017-12-16 14:34:34,54.96
33124,464306,2017-12-16 12:41:55,751.99
33125,464307,2017-12-18 12:16:09,1829.58
33126,464308,2017-12-16 12:42:50,24.98
33127,464316,2017-12-16 12:59:14,47.98
33128,464319,2017-12-16 13:43:48,1712.98
33130,464321,2017-12-16 13:18:42,765.99
33131,464323,2017-12-16 13:13:13,46.98
33132,464327,2017-12-16 13:54:01,898.96
33133,464328,2017-12-16 13:29:09,67.99
33134,464332,2017-12-16 13:34:30,91.98
33135,464337,2017-12-16 13:50:28,2443.58
33136,464343,2017-12-18 12:52:36,216.99
33137,464347,2017-12-16 14:08:43,1405.99
33138,464348,2017-12-16 14:12:54,27.98
33139,464351,2017-12-16 14:09:09,47.98
33140,464352,2017-12-16 14:20:55,779.98
33141,464364,2017-12-16 14:50:39,365.77
33142,464365,2017-12-16 14:47:48,27.98
33143,464378,2017-12-16 15:26:51,57.98
33144,464380,2017-12-16 15:30:04,62.98
33145,464383,2017-12-16 15:39:26,225.99
33146,464384,2017-12-16 15:51:48,469.57
33147,464388,2017-12-16 15:58:48,363.99
33148,464390,2017-12-18 14:50:29,39.99
33149,464400,2017-12-16 16:19:43,379.0
33150,464402,2017-12-16 23:22:16,165.98
33151,464403,2017-12-16 17:30:23,60.78
33152,464411,2017-12-17 01:45:25,46.98
33153,464415,2017-12-16 17:10:49,44.98
33154,464423,2017-12-16 17:01:42,13.98
33155,464424,2017-12-18 19:08:25,699.0
33156,464427,2017-12-16 17:50:57,2499.0
33157,464435,2017-12-16 17:25:08,91.27
33158,464436,2017-12-16 17:33:10,161.94
33159,464437,2017-12-16 17:52:33,519.0
33160,464446,2017-12-16 19:02:52,954.99
33161,464450,2017-12-16 17:54:39,28.98
33162,464453,2017-12-16 18:04:15,156.98
33164,464458,2017-12-16 20:35:30,113.98
33165,464459,2017-12-16 18:17:37,181.99
33166,464462,2017-12-16 18:57:59,88.27
33167,464463,2017-12-19 18:22:24,191.0
33168,464472,2017-12-16 19:46:20,23.98
33169,464476,2017-12-16 19:03:45,26.98
33170,464479,2017-12-16 19:06:51,398.58
33171,464486,2017-12-16 19:22:35,259.76
33172,464491,2017-12-17 11:57:01,435.51
33173,464492,2017-12-16 19:42:15,98.98
33174,464493,2017-12-18 17:08:07,49.99
33175,464494,2017-12-16 19:29:24,23.98
33176,464503,2017-12-16 19:41:37,74.98
33178,464515,2017-12-16 19:58:52,154.98
33179,464522,2017-12-16 20:21:06,765.99
33180,464527,2017-12-16 20:15:11,124.98
33181,464528,2017-12-16 20:20:07,335.79
33182,464532,2017-12-16 21:27:32,61.78
33183,464534,2017-12-16 20:52:24,632.99
33184,464536,2017-12-16 20:51:31,626.0
33185,464539,2017-12-16 20:41:45,128.99
33186,464540,2017-12-16 20:42:18,60.99
33187,464541,2017-12-16 21:05:01,24.98
33188,464545,2017-12-16 20:53:08,765.99
33190,464550,2017-12-16 20:56:39,263.98
33191,464560,2017-12-16 21:37:39,59.98
33193,464568,2017-12-16 21:49:24,43.98
33194,464581,2017-12-16 22:45:55,872.0
33195,464587,2017-12-16 23:56:42,29.98
33196,464589,2017-12-17 01:35:11,759.0
33197,464590,2017-12-16 23:10:41,49.97
33198,464592,2017-12-16 22:56:01,37.98
33199,464599,2017-12-16 23:26:34,67.98
33200,464603,2017-12-16 23:41:55,492.99
33201,464616,2017-12-16 23:51:58,394.98
33203,464622,2017-12-17 00:23:26,367.93
33205,464629,2017-12-17 00:36:05,134.98
33206,464632,2017-12-19 15:26:31,42.99
33207,464633,2017-12-17 00:49:03,103.98
33208,464635,2017-12-17 00:55:49,37.98
33209,464640,2017-12-17 01:23:50,283.99
33210,464649,2017-12-30 21:33:06,188.7
33211,464652,2017-12-17 04:03:37,303.99
33212,464666,2017-12-17 09:52:55,451.96
33213,464669,2017-12-17 10:32:14,44.97
33216,464678,2017-12-17 09:51:19,52.97
33217,464679,2017-12-17 09:54:26,20.98
33219,464684,2017-12-17 10:06:50,368.99
33220,464687,2017-12-17 10:18:44,179.98
33221,464694,2017-12-17 10:46:46,25.98
33222,464698,2017-12-19 08:07:04,385.99
33223,464699,2017-12-17 10:55:42,174.98
33224,464703,2017-12-18 09:05:09,56.0
33225,464704,2017-12-17 11:07:04,62.99
33227,464706,2017-12-17 11:02:52,104.98
33228,464710,2017-12-17 11:09:00,230.97
33229,464718,2017-12-17 22:48:35,47.98
33230,464719,2017-12-17 11:17:33,30.98
33231,464726,2017-12-17 12:16:18,216.96
33232,464730,2017-12-17 13:38:51,656.98
33233,464733,2017-12-17 11:51:11,469.0
33234,464734,2017-12-17 11:38:58,49.94
33235,464736,2017-12-17 19:24:08,51.98
33236,464740,2017-12-17 11:53:30,765.99
33237,464742,2017-12-17 11:53:07,59.57
33238,464752,2017-12-17 12:18:19,362.99
33239,464763,2017-12-17 13:07:13,74.98
33240,464774,2017-12-17 13:04:26,29.98
33241,464789,2017-12-17 13:39:18,1205.99
33242,464790,2017-12-17 13:43:29,154.98
33243,464791,2017-12-17 13:50:30,2645.98
33244,464796,2017-12-17 13:42:17,186.89
33245,464797,2017-12-17 13:44:31,381.52
33246,464799,2017-12-17 13:54:19,323.97
33247,464800,2017-12-19 10:11:26,96.98
33248,464806,2017-12-17 13:59:05,43.98
33250,464824,2017-12-17 14:38:24,20.98
33251,464827,2017-12-17 15:23:48,21.98
33252,464832,2017-12-23 21:39:50,97.98
33253,464837,2017-12-17 15:09:35,156.98
33254,464841,2017-12-17 15:11:59,22.98
33255,464843,2017-12-17 15:16:21,58.98
33256,464849,2017-12-17 15:46:36,172.98
33258,464863,2017-12-17 16:04:06,87.27
33259,464867,2017-12-17 16:22:29,1346.58
33260,464868,2017-12-17 16:15:20,768.99
33261,464869,2017-12-17 16:18:07,183.99
33262,464870,2017-12-17 16:23:45,34.98
33263,464871,2017-12-17 21:09:15,1138.0
33264,464880,2017-12-17 16:38:57,1067.0
33265,464892,2017-12-17 16:49:35,63.98
33266,464895,2017-12-17 17:01:03,64.98
33267,464898,2017-12-17 16:56:31,111.97
33268,464899,2017-12-17 16:53:25,24.98
33269,464911,2017-12-17 17:32:07,51.97
33270,464918,2017-12-17 17:23:51,107.57
33271,464920,2017-12-17 17:32:36,23.98
33272,464922,2017-12-17 17:45:46,486.97
33273,464925,2017-12-17 18:32:42,1532.58
33274,464928,2017-12-17 17:42:42,50.98
33276,464937,2017-12-17 17:43:13,154.98
33277,464941,2017-12-17 17:53:22,492.99
33278,464942,2017-12-17 18:37:47,247.31
33279,464943,2017-12-17 18:04:27,44.96
33280,464948,2017-12-17 18:03:48,243.99
33281,464949,2017-12-17 17:58:44,319.98
33282,464950,2017-12-21 20:33:45,116.99
33284,464956,2017-12-17 18:09:04,79.98
33285,464960,2017-12-17 18:22:15,28.98
33286,464966,2017-12-17 18:37:06,139.89
33287,464968,2017-12-17 18:36:48,36.98
33288,464969,2017-12-17 18:46:28,74.98
33289,464974,2017-12-17 18:56:34,202.97
33290,464980,2017-12-17 19:00:33,29.98
33291,464984,2017-12-17 19:08:19,18.98
33292,464987,2017-12-17 19:09:26,64.98
33293,464992,2017-12-17 19:29:34,101.94
33294,464997,2017-12-18 11:11:18,56.0
33295,465000,2017-12-17 19:30:46,1199.0
33296,465005,2017-12-17 19:42:30,217.89
33297,465006,2017-12-17 19:36:44,398.17
33298,465007,2017-12-17 19:46:51,32.98
33299,465008,2017-12-17 19:40:17,975.0
33300,465012,2017-12-17 21:58:30,46.97
33301,465013,2017-12-17 19:51:16,523.0
33302,465019,2017-12-17 19:46:17,114.98
33303,465036,2017-12-17 20:14:01,92.98
33304,465037,2017-12-17 20:18:21,34.98
33306,465041,2017-12-17 20:24:49,263.16
33307,465043,2017-12-17 20:29:53,171.97
33308,465050,2017-12-17 20:52:12,158.98
33309,465052,2017-12-17 20:39:58,368.99
33310,465056,2017-12-17 20:49:51,156.98
33311,465058,2017-12-17 20:44:37,142.99
33312,465060,2017-12-17 21:03:58,164.89
33313,465066,2017-12-17 21:11:13,64.98
33314,465069,2017-12-17 21:06:17,359.99
33315,465072,2017-12-19 11:58:47,124.79
33316,465073,2017-12-17 21:09:44,753.57
33317,465076,2017-12-17 21:09:40,204.98
33318,465079,2017-12-17 21:16:00,33.98
33319,465082,2017-12-20 09:35:45,53.99
33321,465090,2017-12-17 21:32:07,59.98
33322,465092,2017-12-17 21:45:09,33.99
33323,465105,2017-12-17 21:47:47,159.99
33324,465110,2017-12-17 22:12:15,1526.0
33326,465116,2017-12-17 22:12:10,36.99
33327,465120,2017-12-17 22:22:32,56.0
33329,465123,2017-12-17 22:24:19,40.0
33330,465131,2017-12-17 22:33:55,68.98
33331,465135,2017-12-17 22:29:25,129.99
33332,465140,2017-12-18 11:53:00,154.99
33333,465146,2017-12-17 22:52:06,759.0
33334,465148,2017-12-17 22:43:41,53.99
33336,465153,2017-12-17 22:44:44,24.99
33338,465155,2017-12-17 22:59:14,39.9
33339,465157,2017-12-17 22:45:38,76.98
33340,465161,2017-12-17 23:09:20,71.97
33341,465166,2017-12-17 23:13:26,39.99
33343,465171,2017-12-17 22:56:40,37.0
33345,465175,2017-12-17 22:59:28,26.99
33346,465177,2017-12-17 23:09:37,24.98
33347,465186,2017-12-17 23:31:28,335.79
33348,465187,2017-12-17 23:11:54,217.98
33349,465189,2017-12-17 23:10:50,132.99
33350,465191,2017-12-17 23:30:05,56.0
33351,465192,2017-12-18 13:53:28,1167.79
33352,465193,2017-12-17 23:21:09,32.99
33353,465194,2017-12-17 23:12:54,306.97
33354,465200,2017-12-17 23:19:16,149.99
33355,465204,2017-12-17 23:21:46,74.99
33356,465210,2017-12-17 23:24:05,24.99
33357,465212,2017-12-19 18:34:15,43.0
33358,465214,2017-12-17 23:36:58,389.99
33360,465227,2017-12-17 23:42:21,16.98
33361,465229,2017-12-17 23:38:18,67.99
33362,465230,2017-12-17 23:43:50,984.99
33363,465231,2017-12-17 23:44:21,390.94
33364,465233,2017-12-18 17:28:03,389.99
33365,465234,2017-12-18 00:19:01,181.97
33366,465238,2017-12-18 00:21:52,149.0
33367,465239,2017-12-18 06:04:55,793.0
33368,465240,2017-12-17 23:56:26,44.95
33370,465250,2017-12-17 23:56:41,309.99
33371,465253,2017-12-23 01:00:10,34.97
33372,465259,2017-12-18 12:36:02,866.0
33373,465261,2017-12-18 00:30:12,512.99
33374,465262,2017-12-18 00:30:13,90.97
33375,465265,2017-12-18 00:21:16,36.0
33376,465273,2017-12-18 00:32:46,2115.99
33377,465276,2017-12-18 00:46:31,129.99
33380,465284,2017-12-18 01:18:37,40.98
33381,465287,2017-12-18 17:12:23,90.99
33382,465293,2017-12-18 01:31:28,69.98
33383,465296,2017-12-18 02:01:02,285.99
33384,465307,2017-12-18 03:07:51,65.97
33386,465327,2017-12-18 07:08:28,56.0
33387,465329,2017-12-18 07:12:35,109.0
33388,465330,2017-12-18 07:26:58,793.0
33389,465336,2017-12-18 07:50:06,72.99
33390,465338,2017-12-18 07:56:49,389.99
33391,465342,2017-12-18 08:00:49,69.99
33392,465349,2017-12-18 08:11:38,43.0
33393,465350,2017-12-18 08:15:13,856.0
33394,465353,2017-12-18 08:22:22,119.99
33395,465355,2017-12-18 08:23:19,234.99
33396,465358,2017-12-18 08:30:23,273.98
33397,465360,2017-12-18 08:31:50,53.99
33398,465362,2017-12-18 08:34:23,334.79
33399,465363,2017-12-18 18:49:24,389.99
33400,465369,2017-12-19 12:57:59,134.99
33402,465378,2017-12-18 09:06:46,799.99
33403,465379,2017-12-18 09:04:39,350.37
33404,465381,2017-12-18 09:13:56,27.98
33405,465382,2017-12-18 09:19:30,152.96
33406,465385,2017-12-18 09:26:17,2036.99
33407,465386,2017-12-18 09:31:27,36.99
33408,465388,2017-12-18 09:47:52,191.98
33409,465389,2017-12-18 09:23:59,61.99
33410,465390,2017-12-18 09:32:58,99.99
33411,465395,2017-12-18 09:35:21,59.97
33412,465397,2017-12-18 11:37:00,161.94
33413,465398,2017-12-18 16:23:52,2342.6
33414,465401,2017-12-18 09:57:38,88.98
33415,465405,2017-12-18 09:43:16,753.57
33416,465406,2017-12-18 09:46:15,65.99
33417,465407,2017-12-18 09:50:12,56.0
33418,465412,2017-12-18 13:48:30,793.0
33419,465415,2017-12-18 09:59:38,86.98
33420,465416,2017-12-18 10:19:45,758.98
33422,465421,2017-12-18 10:04:57,62.98
33423,465423,2017-12-18 10:05:18,99.98
33425,465426,2017-12-18 17:11:37,39.99
33426,465427,2017-12-20 19:36:05,317.79
33427,465428,2017-12-18 10:22:13,381.52
33428,465431,2017-12-18 10:18:34,899.0
33429,465436,2017-12-18 11:54:56,85.0
33430,465443,2017-12-18 10:21:10,59.99
33432,465449,2017-12-18 10:29:58,72.99
33433,465451,2017-12-18 10:43:07,219.0
33434,465455,2017-12-18 10:25:48,69.58
33435,465458,2017-12-18 10:36:34,99.99
33436,465459,2017-12-18 10:56:21,84.28
33438,465469,2017-12-18 10:40:16,29.99
33439,465473,2017-12-18 10:48:40,117.79
33440,465474,2017-12-18 10:50:42,165.98
33441,465476,2017-12-18 11:03:01,90.99
33442,465477,2017-12-18 11:21:41,39.98
33443,465478,2017-12-18 10:50:10,36.0
33444,465481,2017-12-18 11:14:11,734.0
33445,465482,2017-12-26 13:48:28,110.32
33447,465490,2017-12-18 11:07:03,79.99
33448,465492,2017-12-18 11:03:15,396.98
33449,465498,2017-12-18 11:06:06,86.79
33450,465500,2017-12-18 11:15:34,33.99
33451,465508,2017-12-18 11:29:03,25.98
33452,465511,2017-12-18 11:17:45,3597.59
33453,465517,2017-12-18 11:22:01,173.98
33454,465519,2017-12-18 11:42:56,397.98
33455,465520,2017-12-18 11:28:37,129.99
33456,465521,2017-12-18 11:24:19,60.97
33457,465523,2017-12-19 15:27:37,104.98
33458,465530,2017-12-18 11:39:08,87.97
33459,465531,2017-12-18 11:35:47,43.0
33461,465533,2017-12-18 12:44:07,6186.56
33462,465535,2017-12-18 13:46:06,46.99
33463,465537,2017-12-18 11:45:27,79.99
33464,465542,2017-12-18 12:16:47,168.99
33465,465543,2017-12-18 11:47:11,119.99
33466,465546,2017-12-18 11:48:47,47.99
33467,465547,2017-12-18 11:54:56,1857.79
33468,465548,2017-12-18 11:54:53,72.99
33469,465549,2017-12-28 18:31:20,19.99
33470,465553,2017-12-18 12:00:43,161.94
33471,465555,2017-12-18 12:05:46,417.5
33473,465561,2017-12-18 12:07:14,169.97
33474,465567,2017-12-18 12:12:01,29.99
33475,465568,2017-12-18 12:07:38,56.79
33476,465571,2017-12-18 16:24:46,88.99
33477,465572,2017-12-18 12:11:45,56.0
33478,465574,2017-12-18 12:26:42,1254.99
33479,465577,2017-12-18 16:31:24,65.99
33480,465578,2017-12-18 12:16:01,264.79
33481,465583,2017-12-18 12:21:21,422.99
33482,465584,2017-12-18 12:33:44,160.99
33483,465588,2017-12-18 12:29:02,778.99
33484,465591,2017-12-18 12:30:54,39.99
33485,465592,2017-12-18 12:32:30,161.94
33486,465595,2017-12-18 12:39:06,385.99
33487,465596,2017-12-18 17:24:15,219.0
33488,465597,2017-12-18 12:39:49,198.58
33489,465598,2017-12-18 12:32:43,29.98
33490,465601,2017-12-18 12:40:54,121.9
33491,465603,2017-12-18 12:39:45,1439.0
33492,465606,2017-12-18 12:46:57,359.0
33493,465607,2017-12-18 12:38:41,39.98
33494,465609,2017-12-18 12:45:08,179.98
33495,465616,2017-12-18 13:31:06,36.99
33496,465617,2017-12-18 12:57:08,35.99
33497,465622,2017-12-18 12:52:52,24.99
33498,465624,2017-12-18 13:05:47,79.99
33499,465634,2017-12-18 14:05:06,1361.99
33501,465636,2017-12-18 13:19:30,444.99
33502,465638,2017-12-18 13:08:09,290.33
33503,465639,2017-12-18 13:03:31,52.9
33504,465643,2017-12-18 13:12:58,195.99
33505,465647,2017-12-18 13:17:51,42.99
33506,465648,2017-12-18 13:09:27,36.99
33507,465649,2017-12-18 13:45:39,24.99
33508,465653,2017-12-20 15:12:04,56.0
33509,465654,2017-12-18 13:15:09,107.79
33510,465655,2017-12-18 13:25:39,79.99
33511,465667,2017-12-18 13:30:39,69.99
33512,465668,2017-12-18 13:24:52,422.99
33513,465670,2017-12-18 13:26:31,36.99
33514,465671,2017-12-18 13:27:40,124.99
33515,465672,2017-12-18 13:27:59,32.0
33516,465676,2017-12-18 13:35:06,26.99
33517,465677,2017-12-18 13:43:34,24.99
33518,465678,2017-12-18 13:31:17,26.99
33519,465681,2017-12-18 13:35:07,478.0
33520,465682,2017-12-18 14:04:31,336.98
33521,465685,2017-12-18 13:45:45,49.99
33522,465689,2017-12-18 13:45:15,71.99
33523,465693,2017-12-18 14:07:43,346.18
33524,465695,2017-12-19 15:34:53,898.95
33525,465698,2017-12-18 13:51:16,356.99
33526,465703,2017-12-18 14:02:47,176.99
33527,465707,2017-12-18 14:19:34,82.0
33528,465708,2017-12-18 14:15:28,2371.59
33529,465714,2017-12-18 14:15:06,51.94
33530,465717,2017-12-18 14:17:44,42.99
33531,465720,2017-12-18 14:17:39,68.99
33532,465727,2017-12-18 14:32:27,45.28
33533,465728,2017-12-18 14:33:13,344.98
33534,465730,2017-12-18 14:28:24,94.99
33535,465742,2017-12-18 14:41:32,62.99
33536,465744,2017-12-18 14:45:56,577.79
33537,465749,2017-12-18 14:56:32,133.97
33538,465751,2017-12-18 14:51:04,82.0
33539,465754,2017-12-18 14:53:37,759.0
33540,465756,2017-12-18 15:00:57,160.99
33541,465757,2017-12-24 01:25:01,24.98
33542,465760,2017-12-18 14:59:46,899.97
33543,465761,2017-12-19 15:27:28,25.99
33544,465762,2017-12-18 15:06:57,184.99
33545,465769,2017-12-18 15:10:01,389.99
33546,465771,2017-12-18 15:14:45,69.99
33547,465772,2017-12-18 15:58:55,140.99
33548,465782,2017-12-18 15:26:03,176.98
33550,465784,2017-12-18 15:25:14,34.99
33551,465787,2017-12-18 15:26:29,815.98
33552,465792,2017-12-18 15:29:57,36.98
33553,465802,2017-12-18 15:37:50,84.99
33554,465805,2017-12-18 15:37:48,840.37
33556,465811,2017-12-18 15:40:52,279.0
33557,465815,2017-12-18 15:52:15,31.99
33558,465816,2017-12-18 16:14:57,26.98
33559,465818,2017-12-18 15:56:04,118.99
33560,465823,2017-12-18 15:59:33,458.99
33561,465824,2017-12-18 17:43:37,17.98
33562,465827,2017-12-18 16:01:22,79.99
33563,465829,2017-12-18 15:59:46,82.0
33564,465832,2017-12-18 16:02:08,368.99
33565,465845,2017-12-18 16:13:42,28.98
33566,465846,2017-12-18 16:44:55,349.95
33567,465848,2017-12-18 16:23:36,27.98
33568,465849,2017-12-18 16:16:29,53.99
33569,465855,2017-12-18 16:17:47,69.99
33570,465861,2017-12-18 16:38:55,117.98
33571,465865,2017-12-20 18:12:35,975.0
33572,465873,2017-12-18 16:45:44,24.99
33573,465877,2017-12-18 16:47:05,169.99
33574,465878,2017-12-18 18:13:41,152.98
33576,465881,2017-12-18 16:49:38,34.99
33577,465885,2017-12-18 16:52:59,24.99
33578,465888,2017-12-18 16:54:18,1067.0
33579,465889,2017-12-18 17:05:47,104.99
33581,465910,2017-12-18 17:10:57,56.0
33582,465911,2017-12-19 10:31:34,308.98
33583,465912,2017-12-18 17:11:11,294.78
33584,465918,2017-12-18 17:25:53,278.57
33585,465919,2017-12-18 17:16:21,62.99
33586,465927,2017-12-18 17:26:34,118.99
33587,465929,2017-12-29 11:40:38,51.97
33588,465933,2017-12-18 17:35:48,63.98
33590,465940,2017-12-18 17:45:58,89.99
33591,465943,2017-12-18 17:55:55,53.98
33592,465945,2017-12-18 17:53:02,362.0
33593,465948,2017-12-18 17:59:29,1199.0
33594,465949,2017-12-18 17:59:20,17.98
33595,465952,2017-12-18 18:00:51,793.0
33596,465956,2017-12-18 18:05:50,2319.0
33597,465957,2017-12-18 18:10:14,23.98
33600,465968,2017-12-18 18:21:13,124.79
33601,465969,2017-12-18 18:35:25,94.99
33602,465972,2017-12-18 18:25:48,92.99
33603,465974,2017-12-18 18:31:35,389.99
33605,465978,2017-12-18 18:36:21,21.99
33606,465979,2017-12-18 18:33:38,70.99
33607,465982,2017-12-18 18:37:09,98.99
33609,465991,2017-12-18 18:48:57,975.0
33610,465992,2017-12-19 15:46:06,480.64
33611,465997,2017-12-18 18:51:22,2559.0
33612,465998,2017-12-19 16:56:14,1199.0
33613,466000,2017-12-18 18:50:02,91.27
33614,466004,2017-12-18 18:59:40,44.28
33615,466008,2017-12-18 18:55:19,46.98
33616,466009,2017-12-18 19:01:43,162.99
33617,466010,2017-12-18 18:59:01,109.0
33618,466021,2017-12-18 19:24:30,24.98
33619,466026,2017-12-19 09:11:34,135.96
33620,466028,2017-12-18 19:11:07,72.99
33621,466033,2017-12-18 19:22:24,196.78
33622,466042,2017-12-18 21:36:21,222.79
33623,466043,2017-12-19 19:59:16,583.79
33624,466050,2017-12-18 19:27:57,975.0
33626,466052,2017-12-18 19:30:33,76.0
33627,466053,2017-12-18 19:28:16,107.79
33628,466058,2017-12-18 19:33:39,29.99
33629,466061,2017-12-18 19:41:27,43.98
33630,466066,2017-12-18 19:41:28,264.79
33631,466068,2017-12-18 19:41:48,32.99
33632,466072,2017-12-18 19:43:59,47.99
33633,466078,2017-12-18 19:56:36,399.98
33634,466081,2017-12-18 20:10:04,160.99
33635,466084,2017-12-18 19:59:56,39.99
33636,466085,2017-12-18 20:14:32,107.79
33637,466088,2017-12-18 20:08:24,69.99
33638,466091,2017-12-18 20:27:32,293.0
33639,466093,2017-12-18 20:27:07,39.99
33640,466097,2017-12-19 11:40:00,285.93
33641,466099,2017-12-18 20:30:32,32.99
33642,466100,2017-12-18 20:29:07,783.79
33643,466102,2017-12-18 20:31:34,228.99
33644,466103,2017-12-18 20:33:20,42.99
33645,466105,2017-12-18 20:40:25,44.56
33648,466108,2017-12-18 20:48:56,79.98
33649,466112,2017-12-18 20:43:56,98.99
33650,466115,2017-12-18 20:47:29,147.19
33651,466118,2017-12-18 20:55:05,224.99
33653,466120,2017-12-18 20:59:42,99.99
33654,466127,2017-12-18 20:59:23,342.78
33655,466129,2017-12-18 20:59:37,79.99
33657,466134,2017-12-18 21:02:20,68.27
33658,466136,2017-12-18 21:05:51,56.0
33660,466147,2017-12-18 21:26:41,89.99
33662,466151,2017-12-18 21:27:29,56.0
33663,466153,2017-12-21 16:01:15,38.97
33664,466159,2017-12-18 21:42:59,184.99
33665,466163,2017-12-18 21:46:11,141.98
33666,466165,2017-12-19 10:58:56,89.99
33667,466169,2017-12-25 00:15:32,17.28
33668,466172,2017-12-18 22:05:39,19.98
33669,466175,2017-12-18 22:01:21,759.0
33670,466178,2017-12-18 22:07:47,163.97
33671,466184,2017-12-18 22:02:40,42.99
33672,466187,2017-12-18 22:34:33,27.97
33673,466188,2017-12-18 22:12:41,299.9
33674,466192,2017-12-18 22:05:58,121.9
33676,466197,2017-12-18 22:08:02,56.0
33677,466198,2017-12-18 22:15:35,42.99
33678,466203,2017-12-18 22:12:27,86.98
33679,466209,2017-12-22 00:01:39,126.89
33681,466214,2017-12-18 22:35:58,98.99
33682,466229,2017-12-18 22:47:15,56.99
33683,466230,2017-12-18 22:31:30,31.98
33684,466231,2017-12-18 22:36:07,56.99
33685,466234,2017-12-18 22:39:12,43.0
33686,466235,2017-12-18 22:35:33,79.98
33687,466240,2017-12-26 14:37:25,393.08
33688,466246,2017-12-18 22:48:15,120.0
33690,466252,2017-12-18 23:01:05,56.99
33691,466256,2017-12-19 13:21:54,28.98
33692,466262,2017-12-18 23:02:33,87.99
33693,466281,2017-12-18 23:02:46,72.99
33694,466285,2017-12-19 10:39:58,1869.0
33695,466292,2017-12-18 23:11:35,51.99
33696,466293,2017-12-18 23:19:51,975.0
33697,466295,2017-12-18 23:23:13,86.98
33698,466296,2017-12-18 23:15:57,64.99
33700,466298,2017-12-18 23:20:12,56.0
33701,466301,2017-12-18 23:28:15,29.99
33702,466305,2017-12-19 09:14:01,789.0
33703,466308,2017-12-18 23:27:04,56.0
33704,466312,2017-12-18 23:32:11,89.99
33705,466313,2017-12-18 23:27:16,109.99
33706,466326,2017-12-19 00:12:47,208.98
33707,466331,2017-12-18 23:44:24,79.99
33708,466332,2017-12-18 23:44:11,74.99
33709,466333,2017-12-18 23:47:58,109.99
33710,466336,2017-12-18 23:50:33,35.99
33711,466340,2017-12-18 23:56:58,42.99
33712,466341,2017-12-19 09:38:30,29.99
33713,466343,2017-12-18 23:58:55,59.98
33714,466348,2017-12-19 00:03:30,29.99
33715,466359,2017-12-19 00:19:54,759.0
